"comments","likes","shares","text"
"795","25256","296","Absolute carnage from Jan Nicol Loftie-Eaton 💥

#NEPvNAM | 🔗: https://bit.ly/4c64oXJ"
"44","959","7","A barrage of bouncers to bowling with broken toes 💪

We look back at some of Neil Wagner's most memorable moments in Test cricket 🤩"
"164","4231","9","Bangladesh have bolstered their coaching department with two experienced names ahead of the Sri Lanka series 👀

"
"509","19169","125","A record-smashing century from Namibia's Jan Nicol Loftie-Eaton 💥

Read on ➡️ https://bit.ly/42Qw8vb"
"112","6770","111","A poignant farewell from cricket for Neil Wagner ❤

#cricket #cricketreels"
"40","727","4","An update on the prospects of the out-of-action white-ball regulars for India ahead of the #T20WorldCup 2024 👀

Details 👇

"
"418","6438","78","🚨 Record Alert 🚨

Namibia's Jan Nicole Loftie-Eaton hits the fastest-ever Men's T20I hundred 🎇

#NEPvNAM

"
"74","1726","7","India's victory over England in the fourth Test in Ranchi helped Rohit Sharma's side stay on track for a spot in next year's #WTC25 final 💥

More 👇"
"111","3342","21","India captain Rohit Sharma was full of praise following the fourth Test 💪

More #WTC25 👉 https://www.icc-cricket.com/tournaments/world-test-championship/news/rohit-sharma-lauds-india-s-young-brigade-after-series-win-over-england"
"66","8264","132","Neil Wagner 🤝 Lion-hearted fast bowler

#cricket #cricketreels"
"2757","9681","57","Ben Stokes is bullish about England's future, despite their #WTC25 series loss to India.

More 👉 https://www.icc-cricket.com/tournaments/world-test-championship/news/rohit-sharma-lauds-india-s-young-brigade-after-series-win-over-england"
"34","3167","28","Marizanne Kapp is a joy to watch 😍

#cricket #cricketreels"
"41","1337","11","A veteran of New Zealand's bowling attack and a key member of their victory in the inaugural ICC World Test Championship final against India has called time on his international career 👏

Details 👇"
"18","422","2","Australia's preparations for this year's #T20WorldCup will go up a gear as the reigning champions tour Bangladesh for a bilateral series for the first time next month.

Details 👇"
"46","1448","6","The Aussies are putting in the hard yards ahead of their Test match against NZ 💪

#WTC25 | #NZvAUS"
"627","14576","93","India further consolidate their position in the ICC World Test Championship standings with a victory in Ranchi.

#INDvENG | #WTC25 | More 👉 https://bit.ly/3OWhs83"
"34","1551","17","POV: When the outcome of another match determines your team’s qualification 👀

#reels #cricket #cricketreels"
"23","391","6","Vanuatu progressed to the Super Six stage in the Challenge League Play-off on a head-to-head tiebreaker with Malaysia 😯

Details ⬇"
"105","1770","21","""India have found a gem."" 

Player of the Match of the Ranchi Test, Dhruv Jurel, earned special praise for his stellar performance 👇

#WTC25 | #INDvENG"
"25","1227","13","On target 🎯

Best direct-hits from the #U19WorldCup 2024 📽️

You don’t want to miss these 🍿"
"38","1025","7","""You will see these guys playing in the coming 5-10 years."" 💬

Rohit Sharma sees the future of Indian Test cricket in the young brigade 😍

#WTC25 | #INDvENG"
"16","1002","11","On target 🎯

Best direct-hits from the #U19WorldCup 2024 📽️

You don’t want to miss these 🍿"
"169","3196","11","Afghanistan have named a strong squad for the one-off Test against Ireland 💪

#AFGvIRE"
"1119","136376","3379","Vintage Tendulkar 🤌

#cricket #cricketreels"
"35","784","5","Less than 100 days to go for the #T20WorldCup 2024 and the George Bailey’s job is not going to be easy, according to Matthew Wade.

More ➡️ https://bit.ly/48tBH3J"
"111","1516","19","With an impressive win in Ranchi, India gain crucial points in the ICC World Test Championship standings 💪

#INDvENG | #WTC25 | Details 👇"
"895","25039","229","Fighting knocks from Shubman Gill and Dhruv Jurel help India clinch the series 👌

#WTC25 | #INDvENG 📝: https://bit.ly/3STVP9r"
"34","2394","14","Rassie van der Dussen went large with a T20I career-best 94* at the #T20WorldCup 2021 😍

Will we see more of the South African batter at this year's tournament? 🤔"
"150","5102","17","England are fighting hard in Ranchi 💪

#WTC25 | #INDvENG 📝: https://bit.ly/3UOjM4E"
"16","1676","13","Women’s #T20WorldCup No.6️⃣ ft. Australia 🏆

#cricket #cricketreels"
"198","3409","9","Not ideal for Pakistan just months out from the start of this year's #T20WorldCup 👀

Details 👇"
"24","1728","12","Poetry in motion from Amelia Kerr 💥

#cricket #cricketreels"
"38","715","3","Plenty for Australia selectors to ponder ahead of this year's #T20WorldCup 🤔

Details 👇"
"28","746","4","Narrowly missing out on a maiden Test century during India's first innings in Ranchi meant little to inexperienced wicket-keeper Dhruv Jurel 🙌

#WTC25 | #INDvENG"
"72","14011","41","Superb touch from Rassie van der Dussen 🔥

#cricket #cricketreels #T20WorldCup"
"40","335","0","Wanindu Hasaranga and Rahmanullah Gurbaz have been penalised for breaching the ICC Code of Conduct.

More 👇"
"16","272","0","England's first-choice spinner has revealed he is set to undergo knee surgery.

Details 👇"
"216","8338","34","Ravichandran Ashwin equalled Anil Kumble for most five-fors (35) by an Indian player, following his stunning spell in the second innings against England 👏

#WTC25 | #INDvENG"
"149","6337","66","🚨  Milestone Alert 🚨 

R Ashwin overtook Anil Kumble for most Test wickets in India during his 5/51 against England 👊

#WTC25 | #INDvENG"
"66","2973","9","Dhruv Jurel had little regret on missing out on a century in the first innings against England in Ranchi 👏

#WTC25 | #INDvENG

"
"13","1211","5","It went right down to the wire in the ICC Men’s @cricketworldcup Challenge League Playoff between Malaysia and Tanzania 👀

#Cricket #CricketReels"
"19","479","2","England spinner Jack Leach to undergo surgery on his left knee.

Details 👇

"
"275","8657","58","A brisk partnership between the India openers helps the hosts finish strong on Day 3 of the Ranchi Test 💪

#WTC25 | #INDvENG 📝: https://bit.ly/3OUZwdS"
"333","8439","29","A comfortable eight-wicket win for Netherlands against Nepal in the #CWCL2 👊

#NEDvNEP 📝: https://bit.ly/49HN8ps"
"361","13099","37","England have lost half their side in the afternoon session 👀 

#WTC25 | #INDvENG 📝: https://bit.ly/49P9iGz"
"163","4857","27","A remarkable spell from Shoaib Bashir, as he claimed his maiden Test five-wicket haul 👏

#WTC25 | #INDvENG 📝: https://bit.ly/49P9iGz"
"292","12928","57","Dhruv Jurel fell short of a century, but his solid innings of 90 led India's fightback, reducing the deficit to 46 runs 🙌

#WTC25 | #INDvENG 📝: https://bit.ly/49P9iGz"
"161","7663","52","Australia clinch victory in the third T20I, wrapping up a commanding 3-0 sweep in the #NZvAUS series 💪

Scorecard 📝 https://bit.ly/3IafCN1"
"39","936","4","ICYMI, 🇳🇿 and 🇦🇺 will miss big names due to injury in the third #NZvAUS T20I 👀"
"102","4878","32","Who will be the ICC Men’s #T20WorldCup 2024’s leading run-getter⁉️

Chris Gayle in Barbados, Dwayne Bravo and Liam Plunkett in New York make their guess 🔮

#Cricket #CricketReels"
"198","5264","24","Relentless from Root! 👊

He smashed his 1️⃣0️⃣ Test century against India -- Most by any player against the team 👏

#INDvENG #WTC25"
"388","1504","20","Sri Lanka star handed two-match suspension for breaching ICC Code of Conduct."
"88","890","8","Joe Root reflects on his record-breaking 💯 in Ranchi.

#WTC25 | #INDvENG

"
"68","3218","13","Rising stars to watch out for during the ICC Men’s #T20WorldCup 2024 ⭐

Predictions from Dwayne Bravo and Liam Plunkett, straight from New York 🗽

#Cricket #CricketReels"
"143","8399","208","#OnThisDay in 2015, Chris Gayle became the first double centurion in ICC Men’s Cricket World Cup history 💪

Relive the fiery knock 📽️"
"194","6918","34","Spinners make it England's day in Ranchi 👏

#WTC25 | #INDvENG 📝: https://bit.ly/48wu38C"
"158","3350","15","Namibia have had a great start to the latest ICC Men’s Cricket World Cup League 2 cycle 🔥

Continue watching the games on ICC.tv 📺

Full standings 🔗 https://bit.ly/3USMHoa"
"75","2242","14","With the #T20WorldCup 2024 less than 100 days away, players have begun gearing up for the IPL 🏏"
"64","2419","42","All the bowled dismissals from #U19WorldCup 2024 🤌

#cricket #cricketreels"
"163","7485","22","James Anderson gave England an early breakthrough ☝️

#WTC25 | #INDvENG 📝: https://bit.ly/3OUd5Kp"
"141","7582","24","A magnificent century by Joe Root headlined England’s innings 🙌

#WTC25 | #INDvENG 📝: https://bit.ly/4bLqFd1"
"25","1058","4","The third #NZvAUS T20I will be missing several key players 👇"
"67","2310","13","A no-ball cost Akash Deep his maiden Test wicket, but the pacer struck back in style 💪

#WTC25 #INDvENG

Details ➡ https://bit.ly/3I7oWBj"
"57","3662","19","Joe Root was unconquerable in Ranchi ⚡

#WTC25 #INDvENG 📝: https://bit.ly/49t7yCY"
"6","541","5","ICYMI: New Zealand injury scares keep on growing 👇"
"148","4652","14","An impressive spell from Adam Zampa in the second T20I helped Australia gain an unassailable 2-0 lead in the #NZvAUS series 🌟

📝: https://bit.ly/3uQSj7F"
"68","1796","6","A dismaying overturn of potential first wicket to a dream debut spell 😯

Akash Deep's sensational start in his own words 👇

#WTC25 #INDvENG

"
"28","1011","11","Swift work behind the stumps, great reflexes and so much more 🤩

Enjoy the Best Keeping moments from the ICC U19 Men’s Cricket World Cup 2024 📽️

#U19WorldCup"
"37","1552","25","Swift work behind the stumps, great reflexes and so much more 🤩

Enjoy the Best Keeping moments from the ICC U19 Men’s Cricket World Cup 2024 📽️

#U19WorldCup"
"37","690","8","Another feather in the cap for Ravichandran Ashwin 👏

#WTC25 #INDvENG"
"49","2587","15","Namibia successfully defend a modest total to achieve their third win of the series 👏

Continue watching the ICC Men’s CWC League 2 games on ICC.tv 📺

📝 https://bit.ly/3UQnb2H"
"194","7034","51","A brilliant Joe Root hundred led England’s fightback 👊

#WTC25 #INDvENG 🔗: https://bit.ly/48rOUKf"
"357","20959","124","Hundred No. 3️⃣1️⃣ for Joe Root in Tests 👏

#WTC25 #INDvENG 🔗: https://bit.ly/3URY6om"
"24","1030","7","More bad news for New Zealand after T20I series loss 👇"
"182","10676","60","Another dominant performance from Australia!

And with this win, they have taken an unassailable series lead of 2-0 💪

#NZvAUS | 📝: https://bit.ly/3SPXqNF"
"79","2859","27","Plenty of fireworks 🎆

Glenn Maxwell becomes 🇦🇺's leading six-hitter in Men's T20Is!

#NZvAUS"
"20","1838","5","A disciplined bowling performance by Netherlands has helped them bowl out Namibia for 203 🏏

Catch the ICC Men’s Cricket World Cup League 2 games on ICC.tv 📺

📝 https://bit.ly/3OT6a4c"
"30","1139","4","Despite a mid-innings slump, Australia have set New Zealand a competitive target of 175 👀

#AUSvNZ 📝: https://bit.ly/49HHN1q"
"76","3472","29","The sound of timber 🔊 😍

A recap of Best Deliveries from the ICC U19 Men’s Cricket World Cup 2024 🎥

#U19WorldCup"
"31","1733","19","The sound of timber 🔊 🤩

A recap of Best Deliveries from the ICC U19 Men’s Cricket World Cup 2024 📽️

#U19WorldCup"
"39","434","1","News from the England camp as the fourth #WTC25 Test against India commences in Ranchi.

#INDvENG"
"190","10550","23","Akash Deep makes his Test debut for 🇮🇳!

#WTC25 #INDvENG"
"25","782","10","A Caribbean great believes the West Indies can claim a third men's #T20WorldCup title in June 🏆

Details 👇"
"1605","119932","1397","Virat Kohli magic against Pakistan at the MCG 🪄

#cricket #cricketreels"
"111","11337","82","Who else but Chris Gayle to celebrate 100 Days To Go in Barbados for the #T20WorldCup  ☄️🌴"
"44","839","13","T20 superstars helped launch the official campaign film ‘Out of this World’ to celebrate 100 days to go until the start of this year's #T20WorldCup 💥

Details 👇"
"852","17648","138",""
"85","6367","90","Carlos Brathwaite, iconic 🤩 

#T20WorldCup #Cricket #CricketReels"
"38","1040","5","Steve Smith is still in the Australia's plans for #T20WorldCup 👀

What coach Andrew McDonald had to say 👉 https://bit.ly/42LDz6N"
"349","17632","139","New York 📍

Just 100 days away, the ICC Men's #T20WorldCup 2024 fever is gripping the Big Apple with star cricketers Dwayne Bravo and Liam Plunkett adding to the excitement 😍

USA Cricket | Windies Cricket"
"107","6035","123","1️⃣0️⃣0️⃣ days to go for ICC Men’s #T20WorldCup 2024 🤩

Revisit Yuvraj Singh smashing six 6️⃣s, an unforgettable highlight in tournament history 🔥

#Cricket #CricketReels"
"108","2779","9","The IPL 2024 fixtures are out as the excitement for the ICC Men's #T20WorldCup 2024 heats up 🔥

"
"66","4381","34","A 💯 days to go for ICC Men’s #T20WorldCup 2024! 💯 reasons to celebrate 😍

#Cricket #CricketReels"
"1160","71820","6101","Something Out Of This World is coming this June. 🏏☄🌴🇺🇸

#T20WorldCup #100DTG #cricket #cricketreels"
"10002","1079695","20588","Something Out Of This World is coming this June. 🏏☄️🌴🇺🇸

Get your tickets 👉 tickets.t20worldcup.com

#T20WorldCup"
"37","1764","41","Counting down 💯 days to the ICC Men’s #T20WorldCup 2024 with 💯 splendid catches from the tournament history in 💯 seconds 📹"
"88","1340","15","England have made two changes to their playing XI for the fourth #INDvENG Test.

#WTC25 | ✍: https://bit.ly/49GfO2c"
