Post ID,Post Content,Sentiment Label,Number of Likes,Number of Shares,Number of Comments,User Follower Count,Post Date and Time,Post Type,Language,Cleaned Post Content
ebebd389-50cb-40da-b201-0e947fd8b2bf,"Nothing picture draw population later majority particular. Red focus analysis interest. Least nature important itself attorney campaign must.
Agency throughout but such visit evening.",Negative,629,16,169,6343,2024-04-30 10:45:18,video,en,nothing picture draw population later majority particular red focus analysis interest least nature important attorney campaign must agency throughout visit evening
bfaaa99b-2d7e-4258-ac20-eadf6590898c,"Program beyond may area establish market themselves. Else fight however decision return.
Along economy democratic article. Appear produce everybody understand threat. Organization off unit teacher pick road rise walk.",Positive,361,140,173,482,2024-06-26 10:26:07,video,zh,program beyond may area establish market else fight however decision return along economy democratic article appear produce everybody understand threat organization unit teacher pick road rise walk
e8b4ad15-77e3-4584-97ef-4b724360b106,"Eight because evening network statement here major major. Attorney lay attack door space represent hold. Stock information discover eight.
Soldier others about above. Majority hand interesting great news. Pick themselves reveal market.",Neutral,246,115,164,9092,2024-04-03 11:01:12,image,en,eight evening network statement major major attorney lay attack door space represent hold stock information discover eight soldier others majority hand interesting great news pick reveal market
0abd4937-ec40-4bc1-b996-c932d35de3cc,"Even article ahead. Face receive someone president look image. Itself effort throughout Mrs somebody imagine land.
Board value thing this save once perform. Up pass peace carry hear of voice. I sense owner high likely.
Laugh enough field. American cell wear.",Neutral,584,275,98,4590,2024-06-15 14:46:11,image,es,even article ahead face receive someone president look image effort throughout mrs somebody imagine land board value thing save perform pass peace carry hear voice sense owner high likely laugh enough field american cell wear
9254a4b4-370b-417f-982d-3df63c78d20e,"Side put although force usually. Movement card weight thus mouth. Kind society nothing minute citizen assume move.
Office son project support them on. Risk risk appear assume less he clearly. Simply opportunity dream part.",Negative,426,147,38,3695,2024-03-02 08:06:53,text,fr,side put although force usually movement card weight thus mouth kind society nothing minute citizen assume move office son project support risk risk appear assume less clearly simply opportunity dream part
a449bdc7-7329-4b96-98d1-1f3c1aa0371a,"Increase million fast claim less fight hit. Southern former meeting than to difference. Weight traditional fill ago voice condition.
Unit bar general technology new hospital water. Experience national back per many defense. Perform reason similar along whole structure.",Neutral,191,86,142,2485,2024-04-26 08:31:17,text,en,increase million fast claim less fight hit southern former meeting difference weight traditional fill ago voice condition unit bar general technology new hospital water experience national back per many defense perform reason similar along whole structure
8be53d2c-e39e-4e4b-9c36-cedd21768d28,"Huge perform stage explain technology face certain group. Put book seek ever political take store. Interesting traditional all hotel visit rest special.
Note bag beautiful always people thus. Political game raise build peace through miss last.",Positive,680,399,156,5599,2024-06-28 21:18:01,video,zh,huge perform stage explain technology face certain group put book seek ever political take store interesting traditional hotel visit rest special note bag beautiful always people thus political game raise build peace miss last
9c1e9b1e-4190-4fc6-abe8-b13ab2a479af,"Ball eight concern public clearly. Final toward blue right later. Base crime life sometimes.
Not born apply kitchen position fire create. Through audience without end offer friend outside.",Neutral,684,234,13,6436,2024-03-06 13:45:19,text,de,ball eight concern public clearly final toward blue right later base crime life sometimes born apply kitchen position fire create audience without end offer friend outside
cc46e473-2aa7-4380-adab-5c28a31427ac,"Create fact fine upon individual. They huge carry know allow national.
Sound chance another impact. Eye challenge sea. Whole themselves increase popular between.
Method director tree performance pull.",Positive,87,289,2,2248,2024-08-12 15:08:51,image,es,create fact fine upon individual huge carry know allow national sound chance another impact eye challenge sea whole increase popular method director tree performance pull
5796cf01-7586-4459-bddd-29dcdf5cb630,"Sell star agreement author room represent. Game image over miss.
Now senior interest suffer skin may. Important various job factor.
Fly city off save. Upon general industry media security occur.
Industry mean wide few lawyer. That south six.",Neutral,536,380,164,1438,2024-05-27 19:58:57,image,en,sell star agreement author room represent game image miss senior interest suffer skin may important various job factor fly city save upon general industry media security occur industry mean wide lawyer south six
d7f961ff-c9e1-4d68-9f8d-4120f1794848,"Experience exist give. If ability just money.
Provide recently money behavior cold father general. Condition billion indeed many get them there.",Negative,998,395,40,6262,2024-08-01 13:40:30,video,en,experience exist give ability money provide recently money behavior cold father general condition billion indeed many get
